date,site,transect,species_code,germinating,perenating,vegetating,budding,flowering,fruiting,dispersing,dormant,senescing,dead,not present,comments
19910404,bb,1,ARDI5,n,x,y,n,n,n,n,x,n,n,n,na
19910404,bb,1,CADR6,n,x,y,n,n,n,n,x,n,n,n,na
19910404,bb,1,CRCIJ,n,x,y,y,y,n,n,x,n,n,n,na
19910404,bb,1,CYACF,n,x,y,n,n,n,n,x,n,n,n,na
19910404,bb,1,EPTO,n,x,y,n,n,n,n,x,n,n,n,na
19910404,bb,1,ERPU8,n,x,y,n,n,n,n,x,n,n,n,na
19910404,bb,1,GUSA2,n,x,y,n,n,n,n,x,n,n,n,na
19910404,bb,1,HIJA,n,x,y,n,n,n,n,x,n,n,n,na
19910404,bb,1,HYFIC,n,x,y,n,n,n,n,x,n,n,n,na
19910404,bb,1,LIPU4,n,x,y,n,n,n,n,x,n,n,n,na
19910404,bb,1,MACAC,n,x,y,n,n,n,n,x,n,n,n,na
19910404,bb,1,MATA2,n,x,y,n,n,n,n,x,n,n,n,na
19910404,bb,1,ORHY,y,x,y,n,n,n,n,x,n,n,n,na
19910404,bb,1,PSSC6,n,x,y,n,n,n,n,x,n,n,n,na
19910404,bb,1,SPWR,n,x,y,n,n,n,n,x,n,n,n,na
19910404,bb,1,THLO,n,x,y,n,n,n,n,x,n,n,n,na
19910404,bb,1,YUGL,n,x,y,n,n,n,n,x,n,n,n,na
19910404,bb,1,ZIGR,n,x,y,n,n,n,n,x,n,n,n,na
19910404,bb,2,CYACF,n,x,y,n,n,n,n,x,n,n,n,na
19910404,bb,2,DEOBO,y,x,n,n,n,n,n,x,n,n,n,na
19910404,bb,2,OEAL,n,x,y,n,n,n,n,x,n,n,n,na
19910404,bb,2,SPGI,n,x,y,n,n,n,n,x,n,n,n,na
19910404,bb,3,BOER4,n,x,y,n,n,n,n,x,n,n,n,na
19910404,bb,3,DIWI2,y,x,n,n,n,n,n,x,n,n,n,na
19910404,bb,3,MELE2,n,x,y,n,n,n,n,x,n,n,n,na
19910404,dw,1,ALGA,n,x,y,y,n,n,n,x,n,n,n,na
19910404,dw,1,ARAD,n,x,y,n,n,n,n,x,n,n,n,na
19910404,dw,1,BOER4,n,x,y,n,n,n,n,x,n,n,n,na
19910404,dw,1,BOGR2,n,x,y,n,n,n,n,x,n,n,n,na
19910404,dw,1,CHER2,n,x,y,n,n,n,n,x,n,n,n,na
19910404,dw,1,CYACF,n,x,y,y,y,y,n,x,n,n,n,na
19910404,dw,1,ERPU8,n,x,y,n,n,n,n,x,n,n,n,na
19910404,dw,1,GUSA2,n,x,y,n,n,n,n,x,n,n,n,na
19910404,dw,1,HIJA,n,x,y,n,n,n,n,x,n,n,n,na
19910404,dw,1,HYFIC,n,x,y,n,n,n,n,x,n,n,n,na
19910404,dw,1,MAPIP,n,x,y,n,n,n,n,x,n,n,n,na
19910404,dw,1,PLPA2,y,x,n,n,n,n,n,x,n,n,n,na
19910404,dw,1,SAKA,y,x,n,n,n,n,n,x,n,n,n,na
19910404,dw,1,SPCO4,n,x,y,n,n,n,n,x,n,n,n,na
19910404,dw,1,SPCR,n,x,y,n,n,n,n,x,n,n,n,na
19910404,dw,2,ALGA,n,x,y,y,n,n,n,x,n,n,n,na
19910404,dw,2,Descu,n,x,y,y,n,n,n,x,n,n,n,na
19910404,dw,2,HORU,n,x,y,n,n,n,n,x,n,n,n,na
19910404,dw,2,PLPA2,y,x,n,n,n,n,n,x,n,n,n,na
19910404,dw,2,PSTAT,y,x,n,n,n,n,n,x,n,n,n,na
19910404,dw,3,ALGA,n,x,y,y,n,n,n,x,n,n,n,na
19910404,fp,1,ALGA,n,x,y,n,n,n,n,x,n,n,n,na
19910404,fp,1,ARPUP6,n,x,y,n,n,n,n,x,n,n,n,na
19910404,fp,1,BOER4,n,x,y,n,n,n,n,x,n,n,n,na
19910404,fp,1,CYACF,n,x,y,n,n,n,n,x,n,n,n,na
19910404,fp,1,EPTO,n,x,y,n,n,n,n,x,n,n,n,na
19910404,fp,1,ERPU8,n,x,y,n,n,n,n,x,n,n,n,na
19910404,fp,1,GUSA2,n,x,y,n,n,n,n,x,n,n,n,na
19910404,fp,1,KRLA2,n,x,y,n,n,n,n,x,n,n,n,na
19910404,fp,1,LATR2,n,x,y,n,n,n,n,x,n,n,n,na
19910404,fp,1,MAPIP,n,x,y,y,n,n,n,x,n,n,n,na
19910404,fp,1,MUTO2,n,x,y,n,n,n,n,x,n,n,n,na
19910404,fp,1,SCBR2,n,x,y,n,n,n,n,x,n,n,n,na
19910404,fp,1,SPWR,n,x,y,n,n,n,n,x,n,n,n,na
19910404,fp,2,ASTE8,n,x,y,n,n,n,n,x,n,n,n,na
19910404,fp,2,LEFE,y,x,y,n,n,n,n,x,n,n,n,na
19910404,fp,3,CADR6,n,x,y,n,n,n,n,x,n,n,n,na
19910404,fp,3,DEOBO,n,x,y,n,y,n,n,x,n,n,n,na
19910404,fp,3,ELEL5,n,x,y,n,n,n,n,x,n,n,n,na
19910404,fp,3,OPPOT,y,x,y,n,n,n,n,x,n,n,n,na
19910404,fp,3,SPCO4,n,x,y,n,n,n,n,x,n,n,n,na
19910404,fp,3,SPWR,n,x,y,n,n,n,n,x,n,n,n,na
19910404,fp,3,SPWR,n,x,y,n,n,n,n,x,n,n,n,na
19910404,sc,1,ALGA,n,x,y,y,n,n,n,x,n,n,n,na
19910404,sc,1,ARLUL2,n,x,y,n,n,n,n,x,n,n,n,na
19910404,sc,1,BOBAB,n,x,y,n,n,n,n,x,n,n,n,na
19910404,sc,1,BOCU,n,x,y,n,n,n,n,x,n,n,n,na
19910404,sc,1,BOER4,n,x,y,n,n,n,n,x,n,n,n,na
19910404,sc,1,CRCR3,n,x,n,n,y,n,n,x,n,n,n,na
19910404,sc,1,DEOBO,y,x,y,n,n,n,n,x,n,n,n,na
19910404,sc,1,ELEL5,n,x,y,n,n,n,n,x,n,n,n,na
19910404,sc,1,EVNU,n,x,y,n,n,n,n,x,n,n,n,na
19910404,sc,1,MAPIP,n,x,y,n,n,n,n,x,n,n,n,na
19910404,sc,1,MEAL6,n,x,y,n,n,n,n,x,n,n,n,na
19910404,sc,1,MUPO2,n,x,y,n,n,n,n,x,n,n,n,na
19910404,sc,1,OPIM,n,x,y,n,n,n,n,x,n,n,n,na
19910404,sc,1,OPPHP,n,x,y,n,n,n,n,x,n,n,n,na
19910404,sc,1,PLPA2,y,x,n,n,n,n,n,x,n,n,n,na
19910404,sc,1,SEFLF,n,x,y,n,n,n,n,x,n,n,n,na
19910404,sc,1,SEVI4,n,x,y,n,n,n,n,x,n,n,n,na
19910404,sc,1,SOEL,n,x,y,n,n,n,n,x,n,n,n,na
19910404,sc,1,SPDI3,n,x,y,n,n,n,n,x,n,n,n,na
19910404,sc,1,TRRA5,n,x,y,n,n,n,n,x,n,n,n,na
19910404,sc,1,VUOCH,y,x,n,n,n,n,n,x,n,n,n,na
19910404,sc,2,ARLUL2,n,x,y,n,n,n,n,x,n,n,n,na
19910404,sc,2,Astra,n,x,y,n,n,n,n,x,n,n,n,na
19910404,sc,2,BOGR2,n,x,y,n,n,n,n,x,n,n,n,na
19910404,sc,2,CHRU,n,x,y,n,n,n,n,x,n,n,n,na
19910404,sc,2,MATA2,n,x,y,n,n,n,n,x,n,n,n,na
19910404,sc,2,OPSA,n,x,y,n,n,n,n,x,n,n,n,na
19910404,sc,2,SPCO4,n,x,y,n,n,n,n,x,n,n,n,na
19910404,sc,2,VUOCG,y,x,n,n,n,n,n,x,n,n,n,na
19910404,sc,3,CHCO,n,x,y,n,n,n,n,x,n,n,n,na
19910404,sc,3,DAFO,n,x,y,n,n,n,n,x,n,n,n,na
19910404,sc,3,ERPU8,n,x,y,n,n,n,n,x,n,n,n,na
19910404,sc,3,ERRO2,n,x,y,n,n,n,n,x,n,n,n,na
19910404,sc,3,SCBR2,n,x,y,n,n,n,n,x,n,n,n,na
19910404,sc,3,UNK,y,x,n,n,n,n,n,x,n,n,n,na
19910418,bb,1,CADR6,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,1,CRCR3,n,x,n,n,y,n,n,x,n,n,n,na
19910418,bb,1,CYACF,n,x,y,n,y,n,n,x,n,n,n,na
19910418,bb,1,DAJA,y,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,1,EPTO,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,1,ERPU8,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,1,GUSA2,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,1,HIJA,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,1,HYFIC,y,x,n,n,n,n,n,x,n,n,n,na
19910418,bb,1,LIPU4,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,1,MACAC,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,1,MATA2,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,1,ORHY,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,1,PSSC6,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,1,SOEL,y,x,n,n,n,n,n,x,n,n,n,na
19910418,bb,1,SPWR,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,1,THLO,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,1,YUGL,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,1,ZIGR,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,2,ARDI5,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,2,CADR6,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,2,CAJA6,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,2,CHER2,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,2,CRCR3,n,x,y,n,y,n,n,x,n,n,n,na
19910418,bb,2,CYACF,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,2,DAJA,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,2,DEOBO,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,2,EPTO,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,2,GUSA2,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,2,HIJA,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,2,LIPU4,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,2,MACAC,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,2,MELE2,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,2,OEAL,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,2,ORHY,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,2,PSSC6,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,2,SOEL,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,2,SPCO4,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,2,SPGI,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,2,ZIGR,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,3,ARDI5,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,3,CADR6,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,3,CAJA6,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,3,CHER2,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,3,CRCR3,n,x,y,n,y,y,n,x,n,n,n,na
19910418,bb,3,DAJA,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,3,DIWI2,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,3,EPTO,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,3,GUSA2,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,3,HIJA,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,3,HYFIC,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,3,LIPU4,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,3,MACAC,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,3,MELE2,n,x,y,y,n,n,n,x,n,n,n,na
19910418,bb,3,ORHY,y,x,n,n,n,n,n,x,n,n,n,na
19910418,bb,3,PSSC6,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,3,SOEL,n,x,y,n,n,n,n,x,n,n,n,na
19910418,bb,3,SPCO4,n,x,y,n,n,n,n,x,n,n,n,na
19910418,dw,1,ALGA,n,x,n,n,y,n,n,x,n,n,n,na
19910418,dw,1,CHER2,n,x,n,y,n,n,n,x,n,n,n,na
19910418,dw,1,CRCR3,n,x,n,n,y,n,n,x,n,n,n,na
19910418,dw,1,CYACF,n,x,n,n,y,n,n,x,n,n,n,na
19910418,dw,1,EPTO,n,x,n,y,n,n,n,x,n,n,n,na
19910418,dw,2,ALGA,n,x,n,y,y,n,n,x,n,n,n,na
19910418,dw,2,CHER2,n,x,n,y,y,n,n,x,n,n,n,na
19910418,dw,2,CRCR3,n,x,n,n,y,n,n,x,n,n,n,na
19910418,dw,2,CYACF,n,x,n,n,y,n,n,x,n,n,n,na
19910418,dw,2,EPTO,n,x,n,y,n,n,n,x,n,n,n,na
19910418,dw,3,ALGA,n,x,n,n,y,n,n,x,n,n,n,na
19910418,dw,3,CHER2,n,x,y,y,n,n,n,x,n,n,n,na
19910418,dw,3,CRCR3,n,x,n,n,y,n,n,x,n,n,n,na
19910418,dw,3,CYACF,n,x,n,n,y,y,n,x,n,n,n,na
19910418,dw,3,OEAL,y,x,y,n,n,n,n,x,n,n,n,na
19910418,dw,3,PSTAT,y,x,n,n,n,n,n,x,n,n,n,na
19910418,fp,1,ALGA,n,x,y,y,n,n,n,x,n,n,n,na
19910418,fp,1,ASTE8,n,x,y,y,n,n,n,x,n,n,n,na
19910418,fp,1,CYACF,y,x,n,n,y,n,n,x,n,n,n,na
19910418,fp,1,EPTO,y,x,y,n,n,n,n,x,n,n,n,na
19910418,fp,1,LEFE,n,x,y,n,n,n,n,x,n,n,n,na
19910418,fp,2,ASTE8,n,x,n,n,y,n,n,x,n,n,n,na
19910418,fp,2,BOER4,n,x,y,n,n,n,n,x,n,n,n,na
19910418,fp,2,Descu,n,x,n,n,y,y,n,x,n,n,n,na
19910418,fp,2,EPTO,y,x,y,n,n,n,n,x,n,n,n,na
19910418,fp,2,LEFE,y,x,y,n,y,n,n,x,n,n,n,na
19910418,fp,2,MAPIP,n,x,y,n,n,n,n,x,n,n,n,na
19910418,fp,2,SPDI3,n,x,y,y,n,n,n,x,n,n,n,na
19910418,fp,2,SPWR,n,x,y,n,n,n,n,x,n,n,n,na
19910418,fp,3,CHER2,n,x,n,y,n,n,n,x,n,n,n,na
19910418,sc,1,ALGA,n,x,n,n,y,n,n,x,n,n,n,na
19910418,sc,1,BOBAB,n,x,y,n,n,n,n,x,n,n,n,na
19910418,sc,1,CRCR3,n,x,n,n,y,y,n,x,n,n,n,na
19910418,sc,1,DEOBO,n,x,y,n,n,n,n,x,n,n,n,na
19910418,sc,1,ERAB2,n,x,y,n,n,n,n,x,n,n,n,na
19910418,sc,1,MEAL6,n,x,y,n,n,n,n,x,n,n,n,na
19910418,sc,1,PLPA2,n,x,n,y,n,n,n,x,n,n,n,na
19910418,sc,1,VUOCG,n,x,n,n,y,n,n,x,n,n,n,na
19910418,sc,2,BOCU,n,x,y,n,n,n,n,x,n,n,n,na
19910418,sc,2,BOER4,n,x,y,n,n,n,n,x,n,n,n,na
19910418,sc,2,BOGR2,n,x,y,n,n,n,n,x,n,n,n,na
19910418,sc,2,CRCR3,n,x,n,n,y,n,n,x,n,n,n,na
19910418,sc,2,ERPU8,n,x,y,n,n,n,n,x,n,n,n,na
19910418,sc,2,HIJA,n,x,y,n,n,n,n,x,n,n,n,na
19910418,sc,2,MAPIP,n,x,y,n,n,n,n,x,n,n,n,na
19910418,sc,2,MUPO2,n,x,y,n,n,n,n,x,n,n,n,na
19910418,sc,2,SAKA,n,x,n,n,y,n,n,x,n,n,n,na
19910418,sc,3,ARLUL2,n,x,y,n,n,n,n,x,n,n,n,na
19910418,sc,3,BRCA3,n,x,y,n,n,n,n,x,n,n,n,na
19910418,sc,3,BREUC2,n,x,n,y,n,n,n,x,n,n,n,na
19910418,sc,3,CRCR3,n,x,n,n,y,n,n,x,n,n,n,na
19910418,sc,3,GACO5,n,x,y,n,n,n,n,x,n,n,n,na
19910418,sc,3,PLPA2,n,x,n,y,n,n,n,x,n,n,n,na
19910418,sc,3,VUOCG,n,x,n,n,y,n,n,x,n,n,n,na
19910418,sc,4,ARPUP6,n,x,n,n,n,y,n,x,n,n,n,na
19910418,sc,4,SPCR,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,1,ARDI5,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,1,ARPUP6,n,x,y,n,y,n,n,x,n,n,n,na
19910503,bb,1,Ascle,y,x,n,n,n,n,n,x,n,n,n,na
19910503,bb,1,BOER4,n,x,n,n,n,n,n,x,n,n,y,na
19910503,bb,1,CADR6,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,1,CAJA6,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,1,CHER2,n,x,n,n,n,n,n,x,n,n,y,na
19910503,bb,1,CRCR3,n,x,n,n,n,n,n,x,n,n,y,na
19910503,bb,1,CYACF,n,x,n,n,n,n,n,x,n,n,y,na
19910503,bb,1,DAPUP,y,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,1,DEOBO,n,x,n,n,n,n,n,x,n,n,y,na
19910503,bb,1,DIWI2,n,x,n,n,n,n,n,x,n,n,y,na
19910503,bb,1,EPTO,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,1,EPTO,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,1,ERPU8,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,1,GUSA2,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,1,HIJA,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,1,HYFIC,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,1,LIPU4,n,x,n,y,n,n,n,x,n,n,n,na
19910503,bb,1,LUKI,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,1,MACAC,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,1,MAPIP,n,x,y,y,n,n,n,x,n,n,n,na
19910503,bb,1,MATA2,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,1,MELE2,n,x,n,n,n,n,n,x,n,n,y,na
19910503,bb,1,OEAL,n,x,n,n,n,n,n,x,n,n,y,na
19910503,bb,1,ORHY,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,1,PSSC6,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,1,SEMU2,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,1,SOEL,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,1,SPCO4,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,1,SPGI,y,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,1,SPWR,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,1,THLO,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,1,UNK,y,x,n,n,n,n,n,x,n,n,n,na
19910503,bb,1,YUGL,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,1,ZIGR,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,2,ARDI5,n,x,y,n,y,n,n,x,n,n,n,na
19910503,bb,2,ARPUP6,n,x,n,n,y,n,n,x,n,n,n,na
19910503,bb,2,Ascle,n,x,y,y,n,n,n,x,n,n,n,na
19910503,bb,2,BOER4,n,x,n,n,n,n,n,x,n,n,y,na
19910503,bb,2,CADR6,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,2,CAJA6,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,2,CHER2,n,x,y,n,y,n,n,x,n,n,n,na
19910503,bb,2,CRCR3,n,x,n,n,y,y,n,x,n,n,n,na
19910503,bb,2,CYACF,n,x,n,n,n,n,n,x,n,n,y,na
19910503,bb,2,DAPUP,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,2,DEOBO,n,x,n,n,n,n,n,x,n,n,y,na
19910503,bb,2,DIWI2,n,x,n,n,n,n,n,x,n,n,y,na
19910503,bb,2,EPTO,n,x,y,y,n,n,n,x,n,n,n,na
19910503,bb,2,GUSA2,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,2,HIJA,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,2,LIPU4,n,x,y,y,y,n,n,x,n,n,n,na
19910503,bb,2,MACAC,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,2,MAPIP,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,2,MELE2,n,x,y,y,n,n,n,x,n,n,n,na
19910503,bb,2,ORHY,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,2,PSSC6,y,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,2,SEMU2,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,2,SPCO4,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,2,SPGI,y,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,2,ZIGR,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,3,ARDI5,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,3,ARPUP6,n,x,n,n,y,n,n,x,n,n,n,na
19910503,bb,3,Ascle,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,3,CADR6,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,3,CAJA6,n,x,y,n,y,n,n,x,n,n,n,na
19910503,bb,3,DAPUP,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,3,DIWI2,n,x,n,n,y,y,n,x,n,n,n,na
19910503,bb,3,GUSA2,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,3,HIJA,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,3,HYFIC,n,x,y,y,n,n,n,x,n,n,n,na
19910503,bb,3,LIPU4,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,3,MACAC,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,3,MELE2,n,x,n,n,y,n,n,x,n,n,n,na
19910503,bb,3,ORHY,n,x,n,n,y,y,n,x,n,n,n,na
19910503,bb,3,PSSC6,n,x,y,n,n,n,n,x,n,n,n,na
19910503,bb,3,SPWR,n,x,y,n,n,n,n,x,n,n,n,na
19910503,dw,1,ALGA,n,x,n,n,y,n,n,x,n,n,n,na
19910503,dw,1,ARAD,n,x,n,n,n,n,n,x,n,n,y,na
19910503,dw,1,ARPUP6,n,x,n,n,n,n,n,x,n,n,y,na
19910503,dw,1,ATCA2,n,x,n,n,n,n,n,x,n,n,y,na
19910503,dw,1,BOER4,n,x,y,n,n,n,n,x,n,n,n,na
19910503,dw,1,BOGR2,n,x,y,n,n,n,n,x,n,n,n,na
19910503,dw,1,CADR6,n,x,y,n,n,n,n,x,n,n,n,na
19910503,dw,1,CHER2,n,x,n,n,y,n,n,x,n,n,n,na
19910503,dw,1,CRCR3,n,x,n,n,n,n,n,x,n,n,y,na
19910503,dw,1,CYACF,n,x,n,n,y,y,n,x,y,n,n,na
19910503,dw,1,DEOBO,n,x,n,n,n,n,n,x,n,n,y,na
19910503,dw,1,ELEL5,n,x,n,n,n,n,n,x,n,n,y,na
19910503,dw,1,EPTO,n,x,y,y,n,n,n,x,n,n,n,na
19910503,dw,1,ERPU8,n,x,y,n,n,n,n,x,n,n,n,na
19910503,dw,1,GUSA2,n,x,y,n,n,n,n,x,n,n,n,na
19910503,dw,1,HIJA,n,x,y,n,n,n,n,x,n,n,n,na
19910503,dw,1,HORU,n,x,n,n,n,n,n,x,n,n,y,na
19910503,dw,1,HYFIC,y,x,y,n,n,n,n,x,n,n,n,na
19910503,dw,1,MAPIP,n,x,y,y,n,n,n,x,n,n,n,na
19910503,dw,1,MUTO2,n,x,y,n,n,n,n,x,n,n,n,na
19910503,dw,1,OEAL,n,x,n,n,n,n,n,x,n,n,y,na
19910503,dw,1,PLPA2,n,x,n,n,y,y,n,x,n,n,n,na
19910503,dw,1,PSTAT,n,x,n,n,n,n,n,x,n,n,y,na
19910503,dw,1,Poace,n,x,n,n,n,n,n,x,n,n,y,na
19910503,dw,1,SAKA,n,x,n,n,n,n,n,x,n,n,y,na
19910503,dw,1,SOEL,n,x,n,n,n,n,n,x,n,n,y,na
19910503,dw,1,SPANC,n,x,y,n,y,n,n,x,n,n,n,na
19910503,dw,1,SPCO4,n,x,n,n,n,n,n,x,n,n,y,na
19910503,dw,1,SPCR,n,x,y,n,n,n,n,x,n,n,n,na
19910503,dw,1,SPWR,n,x,y,n,n,n,n,x,n,n,n,na
19910503,dw,1,Sphae,n,x,n,n,n,n,n,x,n,n,y,na
19910503,dw,1,YUGL,n,x,n,n,n,n,n,x,n,n,y,na
19910503,dw,2,ALGA,n,x,y,n,y,n,n,x,n,n,n,na
19910503,dw,2,ARAD,n,x,n,n,n,n,n,x,n,n,y,na
19910503,dw,2,ARPUP6,n,x,n,n,y,n,n,x,n,n,n,na
19910503,dw,2,ATCA2,n,x,n,n,n,n,n,x,n,n,y,na
19910503,dw,2,BOER4,n,x,y,n,n,n,n,x,n,n,n,na
19910503,dw,2,BOGR2,n,x,y,n,n,n,n,x,n,n,n,na
19910503,dw,2,CADR6,n,x,y,y,n,n,n,x,n,n,n,na
19910503,dw,2,CHER2,n,x,n,n,n,n,n,x,n,n,y,na
19910503,dw,2,CRCR3,n,x,y,n,y,y,n,x,n,n,n,na
19910503,dw,2,CYACF,n,x,n,n,y,y,n,x,n,n,n,na
19910503,dw,2,DEOBO,n,x,n,n,y,y,n,x,n,n,n,na
19910503,dw,2,ELEL5,n,x,n,n,n,n,n,x,n,n,y,na
19910503,dw,2,EPTO,n,x,y,y,n,n,n,x,n,n,n,na
19910503,dw,2,ERPU8,n,x,y,n,n,n,n,x,n,n,n,na
19910503,dw,2,GUSA2,n,x,y,n,n,n,n,x,n,n,n,na
19910503,dw,2,HIJA,n,x,y,n,n,n,n,x,n,n,n,na
19910503,dw,2,HORU,n,x,n,n,n,n,n,x,n,n,y,na
19910503,dw,2,HYFIC,n,x,y,n,n,n,n,x,n,n,n,na
19910503,dw,2,MAPIP,n,x,n,n,n,n,n,x,n,n,y,na
19910503,dw,2,MUTO2,n,x,n,n,n,n,n,x,n,n,y,na
19910503,dw,2,OEAL,n,x,n,n,n,n,n,x,n,n,y,na
19910503,dw,2,PLPA2,n,x,n,n,y,y,n,x,n,n,n,na
19910503,dw,2,PSTAT,n,x,n,n,n,n,n,x,n,n,y,na
19910503,dw,2,Poace,n,x,n,n,n,n,n,x,n,n,y,na
19910503,dw,2,SAKA,n,x,n,n,n,n,n,x,n,n,y,na
19910503,dw,2,SOEL,n,x,n,n,n,n,n,x,n,n,y,na
19910503,dw,2,SPANC,n,x,y,n,n,n,n,x,n,n,n,na
19910503,dw,2,SPCO4,n,x,y,n,n,n,n,x,n,n,n,na
19910503,dw,2,SPCR,n,x,y,n,n,n,n,x,n,n,n,na
19910503,dw,2,SPWR2,n,x,n,n,n,n,n,x,n,n,n,na
19910503,dw,2,Sphae,n,x,n,n,n,n,n,x,n,n,y,na
19910503,dw,2,YUGL,n,x,n,n,n,n,n,x,n,n,y,na
19910503,dw,3,ALGA,n,x,n,n,y,y,n,x,n,n,n,na
19910503,dw,3,ARAD,n,x,n,n,n,n,n,x,n,n,y,na
19910503,dw,3,ARPUP6,n,x,y,y,n,n,n,x,n,n,n,na
19910503,dw,3,ATCA2,n,x,y,n,n,n,n,x,n,n,n,na
